customer_id,customer_name,books
97,Becky Johnson,"[{""book_id"":""4fbec169-d417-49fb-867b-71af71caeeeb"",""author_name"":""Jenna Gerlach"",""book_name"":""why busily refill"",""lend_date"":""2023-07-23"",""days_to_return"":19},{""book_id"":""e2a21607-ae01-413b-a35e-cdab1d051fb0"",""author_name"":""Maurice Renner"",""book_name"":""furiously hay ha"",""lend_date"":""2023-06-04"",""days_to_return"":6}]"
98,Amy Dooley,"[{""book_id"":""475f3164-197c-48ed-95b1-89ddd4811a40"",""author_name"":""Miss Olive Conn"",""book_name"":""although before shoot"",""lend_date"":""2023-03-01"",""days_to_return"":5},{""book_id"":""84ce9fa3-96ba-4cc3-82be-76063010f2c5"",""author_name"":""Rachel Johns"",""book_name"":""meh decimalise under"",""lend_date"":""2023-04-16"",""days_to_return"":16},{""book_id"":""2e7c110a-36b7-45cf-a848-b5229694f194"",""author_name"":""Maureen White"",""book_name"":""bah immobilize gee"",""lend_date"":""2023-08-05"",""days_to_return"":26},{""book_id"":""5aa1ef85-b498-4171-86a6-2f401b4b46a4"",""author_name"":""Josh Cruickshank"",""book_name"":""if pelt tomorrow"",""lend_date"":""2024-01-01"",""days_to_return"":2},{""book_id"":""4289f532-59e8-4f28-99c3-ee0391218370"",""author_name"":""Josh Cruickshank"",""book_name"":""even geez worthwhile"",""lend_date"":""2023-06-22"",""days_to_return"":20}]"
99,Lydia Powlowski,"[{""book_id"":""f772c30f-a12d-4ddb-a434-8bd009f60750"",""author_name"":""Eduardo White"",""book_name"":""crunch finally frenetically"",""lend_date"":""2023-02-19"",""days_to_return"":23},{""book_id"":""b121ba22-e1e1-4053-84d6-8aa9069a37f7"",""author_name"":""Marta Terry"",""book_name"":""hybridization across brr"",""lend_date"":""2023-11-25"",""days_to_return"":19}]"
100,Ruth McDermott,"[{""book_id"":""77d284a6-189a-4ff7-b606-3bdf24b16852"",""author_name"":""Mabel D'Amore DDS"",""book_name"":""ack joshingly lively"",""lend_date"":""2023-11-25"",""days_to_return"":4},{""book_id"":""8e63a166-dc3e-43d8-9235-520430c85c52"",""author_name"":""Fernando Streich"",""book_name"":""likewise wherever favorite"",""lend_date"":""2023-11-22"",""days_to_return"":14}]"
101,Tracey Hoeger,"[{""book_id"":""e87246ca-9449-47f5-b639-478173ca27dd"",""author_name"":""Rene Waters"",""book_name"":""grasp majestically clamp"",""lend_date"":""2023-12-09"",""days_to_return"":3}]"
102,Ms. Miranda Aufderhar,"[{""book_id"":""9c480ab4-4dc7-455e-9284-af60a3906c5f"",""author_name"":""Yvette Koelpin-Stanton DDS"",""book_name"":""psst huzzah meh"",""lend_date"":""2024-01-07"",""days_to_return"":1},{""book_id"":""43a20995-c396-48ca-bf37-4eb94aad7582"",""author_name"":""Joyce Russel"",""book_name"":""exhibit oh broadly"",""lend_date"":""2023-06-05"",""days_to_return"":29}]"
103,Margie Kertzmann,"[{""book_id"":""fdf44ee9-ac4f-48d6-b175-c0e5ec97e3d2"",""author_name"":""Miss Olive Conn"",""book_name"":""revascularisation peddle upwardly"",""lend_date"":""2023-12-20"",""days_to_return"":27},{""book_id"":""025528bc-7752-4b6c-9ba1-1a3f66a45d99"",""author_name"":""Dr. Kristi Morissette"",""book_name"":""yowza knowledgeably triumph"",""lend_date"":""2023-10-05"",""days_to_return"":24},{""book_id"":""130d8d96-e2ea-4546-9063-252e58a9fdd5"",""author_name"":""Mitchell Strosin"",""book_name"":""uh-huh but or"",""lend_date"":""2023-10-09"",""days_to_return"":11}]"
104,Kristine Zboncak,"[{""book_id"":""611121b7-4350-4e60-a0cb-4ea7edf18743"",""author_name"":""Robin Aufderhar"",""book_name"":""to patiently hostel"",""lend_date"":""2023-11-27"",""days_to_return"":29},{""book_id"":""b74665c1-e53f-4e56-8132-49fad77c4b1f"",""author_name"":""Josh Cruickshank"",""book_name"":""save reactant superpose"",""lend_date"":""2023-07-22"",""days_to_return"":2},{""book_id"":""9a88d854-8f9a-4e39-bf82-d9b5e14178e7"",""author_name"":""Marta Terry"",""book_name"":""smoggy lest as"",""lend_date"":""2023-11-17"",""days_to_return"":10}]"
105,Paulette Anderson,"[{""book_id"":""9884703b-ceae-4d4a-be6f-675ee331a54b"",""author_name"":""Randy Macejkovic"",""book_name"":""commingle hmph altar"",""lend_date"":""2023-11-18"",""days_to_return"":19},{""book_id"":""ba12c823-33ff-488a-85ab-588fac403319"",""author_name"":""Irvin Towne"",""book_name"":""median or fatal"",""lend_date"":""2023-10-23"",""days_to_return"":28}]"
106,Harold Champlin IV,"[]"
107,Jordan Gerlach,"[{""book_id"":""b2883074-8b3c-46f6-bc2d-93aad23050c8"",""author_name"":""Joyce Russel"",""book_name"":""gah laborer superintend"",""lend_date"":""2023-11-05"",""days_to_return"":16},{""book_id"":""475f3164-197c-48ed-95b1-89ddd4811a40"",""author_name"":""Miss Olive Conn"",""book_name"":""although before shoot"",""lend_date"":""2023-11-08"",""days_to_return"":26},{""book_id"":""4040e88b-28a5-429e-bce3-fd83368d8369"",""author_name"":""Terrell Harvey"",""book_name"":""whereas biscuit trundle"",""lend_date"":""2023-07-07"",""days_to_return"":4},{""book_id"":""84ce9fa3-96ba-4cc3-82be-76063010f2c5"",""author_name"":""Rachel Johns"",""book_name"":""meh decimalise under"",""lend_date"":""2023-03-14"",""days_to_return"":1},{""book_id"":""2f230fc3-5cad-4d9e-a960-7e1f778a3865"",""author_name"":""Maureen White"",""book_name"":""whenever upliftingly professor"",""lend_date"":""2023-10-04"",""days_to_return"":24}]"
108,Claudia Vandervort,"[{""book_id"":""5b172813-756c-4c37-a843-05491dc86329"",""author_name"":""Roman Frami"",""book_name"":""sans cabbage between"",""lend_date"":""2023-06-08"",""days_to_return"":19},{""book_id"":""a829785f-5668-4877-8131-372c9c124d45"",""author_name"":""Rene Waters"",""book_name"":""apostrophize duh instantly"",""lend_date"":""2023-10-20"",""days_to_return"":8},{""book_id"":""0b656d04-5e06-4c11-bf1c-a4f90e54030b"",""author_name"":""Robyn Bayer-Gleason"",""book_name"":""likewise defoliate alarmed"",""lend_date"":""2023-09-24"",""days_to_return"":9},{""book_id"":""cc1cd9da-a435-4654-b6d5-319ab7f0beb5"",""author_name"":""Dr. Jimmie Rau"",""book_name"":""countersign but heavy"",""lend_date"":""2023-08-02"",""days_to_return"":21}]"
109,Fred Murray,"[]"
110,Angie Trantow,"[{""book_id"":""38f6f6da-3b22-4b02-9f55-0a8f368d2985"",""author_name"":""Blanche Waelchi"",""book_name"":""wrench demonize needily"",""lend_date"":""2023-11-18"",""days_to_return"":21},{""book_id"":""46a64cc4-21ee-426f-8dd2-204c3c860e1d"",""author_name"":""Erin Cole"",""book_name"":""mushy even ugh"",""lend_date"":""2023-02-19"",""days_to_return"":22},{""book_id"":""04501887-b3ca-4103-8c4d-0f5aa0385720"",""author_name"":""Fernando Streich"",""book_name"":""so coolly hm"",""lend_date"":""2023-05-24"",""days_to_return"":5},{""book_id"":""77d284a6-189a-4ff7-b606-3bdf24b16852"",""author_name"":""Mabel D'Amore DDS"",""book_name"":""ack joshingly lively"",""lend_date"":""2023-12-07"",""days_to_return"":24},{""book_id"":""3cf91d5d-26b2-4349-be80-bf6c5304d41d"",""author_name"":""Randy Macejkovic"",""book_name"":""afterwards for a"",""lend_date"":""2024-01-28"",""days_to_return"":16}]"
111,Miss Nichole Welch,"[{""book_id"":""ae908ece-d74e-40f5-89a3-a871bbd92938"",""author_name"":""Orville Stiedemann"",""book_name"":""failing mmm glamorous"",""lend_date"":""2023-12-20"",""days_to_return"":30},{""book_id"":""77d284a6-189a-4ff7-b606-3bdf24b16852"",""author_name"":""Mabel D'Amore DDS"",""book_name"":""ack joshingly lively"",""lend_date"":""2023-04-28"",""days_to_return"":3},{""book_id"":""ae908ece-d74e-40f5-89a3-a871bbd92938"",""author_name"":""Orville Stiedemann"",""book_name"":""failing mmm glamorous"",""lend_date"":""2023-12-24"",""days_to_return"":18}]"
112,Leon Altenwerth,"[{""book_id"":""9a88d854-8f9a-4e39-bf82-d9b5e14178e7"",""author_name"":""Marta Terry"",""book_name"":""smoggy lest as"",""lend_date"":""2024-01-21"",""days_to_return"":18},{""book_id"":""2f230fc3-5cad-4d9e-a960-7e1f778a3865"",""author_name"":""Maureen White"",""book_name"":""whenever upliftingly professor"",""lend_date"":""2023-11-04"",""days_to_return"":9},{""book_id"":""266940eb-308f-464f-89aa-74e7756f1df3"",""author_name"":""Terrell Harvey"",""book_name"":""drat loftily within"",""lend_date"":""2024-01-09"",""days_to_return"":16},{""book_id"":""3897db51-52b4-4b5c-81e6-16f94e5a816e"",""author_name"":""Erin Cole"",""book_name"":""ew exist hidden"",""lend_date"":""2023-09-27"",""days_to_return"":9},{""book_id"":""4040e88b-28a5-429e-bce3-fd83368d8369"",""author_name"":""Terrell Harvey"",""book_name"":""whereas biscuit trundle"",""lend_date"":""2023-06-29"",""days_to_return"":11}]"
113,Colin Farrell,"[{""book_id"":""a829785f-5668-4877-8131-372c9c124d45"",""author_name"":""Rene Waters"",""book_name"":""apostrophize duh instantly"",""lend_date"":""2023-05-14"",""days_to_return"":8},{""book_id"":""38c3bcc2-c6e9-4d3b-809c-3e20849e7d44"",""author_name"":""William Koss"",""book_name"":""meaningfully for woot"",""lend_date"":""2023-02-19"",""days_to_return"":26}]"
114,Abraham Abbott,"[{""book_id"":""c7cb726e-0fe0-45c1-a147-cc28ec53091e"",""author_name"":""Maurice Renner"",""book_name"":""gah different quiver"",""lend_date"":""2023-05-12"",""days_to_return"":1}]"
115,Ms. Gretchen Toy,"[{""book_id"":""55814f06-2950-4663-930b-c3fb832c0481"",""author_name"":""Erin Cole"",""book_name"":""reluctantly cohabit muted"",""lend_date"":""2024-01-14"",""days_to_return"":7},{""book_id"":""64bd90e0-eb45-4df5-bd6b-c9cfe7eb999d"",""author_name"":""Rene Waters"",""book_name"":""ultimately proceedings flaunt"",""lend_date"":""2023-04-10"",""days_to_return"":3},{""book_id"":""b05581a2-8704-44fa-af6b-f2f8ade25279"",""author_name"":""Earl Carroll"",""book_name"":""apud beautiful pish"",""lend_date"":""2023-11-23"",""days_to_return"":29}]"
116,Al Gorczany,"[{""book_id"":""ed691d4a-247a-43ed-973a-7156a555cee9"",""author_name"":""Orville Stiedemann"",""book_name"":""bah subtend deface"",""lend_date"":""2023-05-13"",""days_to_return"":6}]"
117,Felipe White DVM,"[{""book_id"":""e2a21607-ae01-413b-a35e-cdab1d051fb0"",""author_name"":""Maurice Renner"",""book_name"":""furiously hay ha"",""lend_date"":""2023-05-18"",""days_to_return"":15},{""book_id"":""475f3164-197c-48ed-95b1-89ddd4811a40"",""author_name"":""Miss Olive Conn"",""book_name"":""although before shoot"",""lend_date"":""2023-06-18"",""days_to_return"":19}]"
118,Becky Simonis,"[{""book_id"":""07db4fb0-8a2b-4606-a525-b764aec51300"",""author_name"":""Maureen White"",""book_name"":""but quarrelsomely swank"",""lend_date"":""2023-03-21"",""days_to_return"":28},{""book_id"":""52302f52-9643-439a-aac2-d6b438a07e54"",""author_name"":""Rachel Johns"",""book_name"":""boohoo commonly mechanically"",""lend_date"":""2024-01-29"",""days_to_return"":1},{""book_id"":""db76fd9b-0f5a-4e31-89a4-288a0f5dc763"",""author_name"":""Fernando Streich"",""book_name"":""what resect unto"",""lend_date"":""2024-01-10"",""days_to_return"":12},{""book_id"":""b05581a2-8704-44fa-af6b-f2f8ade25279"",""author_name"":""Earl Carroll"",""book_name"":""apud beautiful pish"",""lend_date"":""2023-12-28"",""days_to_return"":18},{""book_id"":""46a64cc4-21ee-426f-8dd2-204c3c860e1d"",""author_name"":""Erin Cole"",""book_name"":""mushy even ugh"",""lend_date"":""2023-10-05"",""days_to_return"":14}]"
119,Fredrick Rempel,"[{""book_id"":""e3cc270d-bf87-4c0e-836c-0ad79c23c3aa"",""author_name"":""Jenna Gerlach"",""book_name"":""interwork irritably hmph"",""lend_date"":""2023-11-10"",""days_to_return"":7}]"
120,Frederick Gusikowski,"[]"
121,Diana Tremblay,"[]"
122,Holly Sauer,"[{""book_id"":""ed691d4a-247a-43ed-973a-7156a555cee9"",""author_name"":""Orville Stiedemann"",""book_name"":""bah subtend deface"",""lend_date"":""2023-03-02"",""days_to_return"":15},{""book_id"":""c0f32e4b-87b3-446f-9060-95eb4aa1873c"",""author_name"":""Mitchell Strosin"",""book_name"":""camel glower sunlamp"",""lend_date"":""2023-03-16"",""days_to_return"":6},{""book_id"":""211bf2e5-eecd-4058-acbb-8c51adc6047b"",""author_name"":""Marta Terry"",""book_name"":""rash aha commonly"",""lend_date"":""2023-12-06"",""days_to_return"":6},{""book_id"":""db76fd9b-0f5a-4e31-89a4-288a0f5dc763"",""author_name"":""Fernando Streich"",""book_name"":""what resect unto"",""lend_date"":""2023-03-09"",""days_to_return"":8},{""book_id"":""9bbd1de9-c633-4a0b-b474-856c532df644"",""author_name"":""Dr. Kristi Morissette"",""book_name"":""whimper delayed ew"",""lend_date"":""2023-07-07"",""days_to_return"":12}]"
123,Ms. Belinda Kub,"[{""book_id"":""43a20995-c396-48ca-bf37-4eb94aad7582"",""author_name"":""Joyce Russel"",""book_name"":""exhibit oh broadly"",""lend_date"":""2023-07-02"",""days_to_return"":5},{""book_id"":""a829785f-5668-4877-8131-372c9c124d45"",""author_name"":""Rene Waters"",""book_name"":""apostrophize duh instantly"",""lend_date"":""2023-08-07"",""days_to_return"":19},{""book_id"":""5690ad39-f339-4204-9ab2-dafe59744bc9"",""author_name"":""Randy Macejkovic"",""book_name"":""unlined swank archive"",""lend_date"":""2023-04-28"",""days_to_return"":9},{""book_id"":""b121ba22-e1e1-4053-84d6-8aa9069a37f7"",""author_name"":""Marta Terry"",""book_name"":""hybridization across brr"",""lend_date"":""2023-03-10"",""days_to_return"":4}]"
124,Robyn Walter,"[{""book_id"":""3aeb9fb0-149c-4bc9-9584-77928c332931"",""author_name"":""Eduardo White"",""book_name"":""even wingtip since"",""lend_date"":""2023-06-17"",""days_to_return"":19},{""book_id"":""2ff6d072-9cc7-4c0b-8108-dc4e8b52e7be"",""author_name"":""Jenna Gerlach"",""book_name"":""gift amongst decent"",""lend_date"":""2023-09-04"",""days_to_return"":27},{""book_id"":""0f4cb001-17e3-480a-a569-f72191547a1e"",""author_name"":""Mitchell Strosin"",""book_name"":""interestingly truthful free"",""lend_date"":""2023-07-31"",""days_to_return"":20},{""book_id"":""5727ff01-23af-460b-8edb-73f42b97dc58"",""author_name"":""Robyn Bayer-Gleason"",""book_name"":""yuck gladden midst"",""lend_date"":""2023-06-14"",""days_to_return"":5},{""book_id"":""a0b681b6-6447-4aa8-8c3b-bf3d5d260167"",""author_name"":""Cody Gutkowski"",""book_name"":""questionably really however"",""lend_date"":""2023-10-25"",""days_to_return"":10}]"
125,Essie Hansen,"[{""book_id"":""04501887-b3ca-4103-8c4d-0f5aa0385720"",""author_name"":""Fernando Streich"",""book_name"":""so coolly hm"",""lend_date"":""2023-09-27"",""days_to_return"":12},{""book_id"":""fdf44ee9-ac4f-48d6-b175-c0e5ec97e3d2"",""author_name"":""Miss Olive Conn"",""book_name"":""revascularisation peddle upwardly"",""lend_date"":""2023-06-18"",""days_to_return"":15},{""book_id"":""9eb414dd-8599-43a8-941d-64be8d7a2552"",""author_name"":""Robin Aufderhar"",""book_name"":""consequently across obedient"",""lend_date"":""2023-10-20"",""days_to_return"":8},{""book_id"":""9c480ab4-4dc7-455e-9284-af60a3906c5f"",""author_name"":""Yvette Koelpin-Stanton DDS"",""book_name"":""psst huzzah meh"",""lend_date"":""2023-02-16"",""days_to_return"":2}]"
126,Donna Romaguera,"[{""book_id"":""0f4cb001-17e3-480a-a569-f72191547a1e"",""author_name"":""Mitchell Strosin"",""book_name"":""interestingly truthful free"",""lend_date"":""2023-08-07"",""days_to_return"":11},{""book_id"":""c99e4b02-57ee-4534-a370-8a75144f4ed1"",""author_name"":""Dr. Kristi Morissette"",""book_name"":""whether except eventuate"",""lend_date"":""2023-06-28"",""days_to_return"":13},{""book_id"":""7f96eefc-2239-4e2f-a77f-1b0ead289534"",""author_name"":""Tammy Pagac"",""book_name"":""stumble throughout roughly"",""lend_date"":""2023-02-18"",""days_to_return"":6},{""book_id"":""a698c7ff-77a8-41d1-919e-36d14c61a1b8"",""author_name"":""Robin Aufderhar"",""book_name"":""gladly to cable"",""lend_date"":""2023-11-30"",""days_to_return"":19},{""book_id"":""2f230fc3-5cad-4d9e-a960-7e1f778a3865"",""author_name"":""Maureen White"",""book_name"":""whenever upliftingly professor"",""lend_date"":""2023-10-07"",""days_to_return"":2}]"
127,Eula Schneider,"[{""book_id"":""cc1cd9da-a435-4654-b6d5-319ab7f0beb5"",""author_name"":""Dr. Jimmie Rau"",""book_name"":""countersign but heavy"",""lend_date"":""2023-08-12"",""days_to_return"":27},{""book_id"":""e3cc270d-bf87-4c0e-836c-0ad79c23c3aa"",""author_name"":""Jenna Gerlach"",""book_name"":""interwork irritably hmph"",""lend_date"":""2023-12-26"",""days_to_return"":20},{""book_id"":""7f96eefc-2239-4e2f-a77f-1b0ead289534"",""author_name"":""Tammy Pagac"",""book_name"":""stumble throughout roughly"",""lend_date"":""2023-04-18"",""days_to_return"":16},{""book_id"":""9eb414dd-8599-43a8-941d-64be8d7a2552"",""author_name"":""Robin Aufderhar"",""book_name"":""consequently across obedient"",""lend_date"":""2023-06-17"",""days_to_return"":12}]"
128,Dr. Benjamin Mayert,"[]"
129,Glen Muller,"[{""book_id"":""38c3bcc2-c6e9-4d3b-809c-3e20849e7d44"",""author_name"":""William Koss"",""book_name"":""meaningfully for woot"",""lend_date"":""2023-09-19"",""days_to_return"":10},{""book_id"":""9eb414dd-8599-43a8-941d-64be8d7a2552"",""author_name"":""Robin Aufderhar"",""book_name"":""consequently across obedient"",""lend_date"":""2023-03-30"",""days_to_return"":27},{""book_id"":""e85f672d-5b35-4ce1-8f59-3b56c2a06af1"",""author_name"":""Blanche Waelchi"",""book_name"":""outmaneuver aha old-fashioned"",""lend_date"":""2023-06-18"",""days_to_return"":29},{""book_id"":""e3cc270d-bf87-4c0e-836c-0ad79c23c3aa"",""author_name"":""Jenna Gerlach"",""book_name"":""interwork irritably hmph"",""lend_date"":""2023-03-20"",""days_to_return"":23},{""book_id"":""d83cf7de-6a4c-4e4d-9a0b-7ffa7f870b5a"",""author_name"":""Bridget Kiehn"",""book_name"":""ew lest evil"",""lend_date"":""2023-08-19"",""days_to_return"":2}]"
130,Delbert Carter,"[{""book_id"":""79ca8b31-875f-4d3f-afae-ad51b4ad58e1"",""author_name"":""Robin Aufderhar"",""book_name"":""letter or mmm"",""lend_date"":""2023-06-01"",""days_to_return"":29},{""book_id"":""2ff6d072-9cc7-4c0b-8108-dc4e8b52e7be"",""author_name"":""Jenna Gerlach"",""book_name"":""gift amongst decent"",""lend_date"":""2023-08-29"",""days_to_return"":12},{""book_id"":""a829785f-5668-4877-8131-372c9c124d45"",""author_name"":""Rene Waters"",""book_name"":""apostrophize duh instantly"",""lend_date"":""2023-05-12"",""days_to_return"":14}]"
131,Pauline Lynch,"[{""book_id"":""52302f52-9643-439a-aac2-d6b438a07e54"",""author_name"":""Rachel Johns"",""book_name"":""boohoo commonly mechanically"",""lend_date"":""2023-09-11"",""days_to_return"":21}]"
132,Mr. Tom Schaden,"[{""book_id"":""8e63a166-dc3e-43d8-9235-520430c85c52"",""author_name"":""Fernando Streich"",""book_name"":""likewise wherever favorite"",""lend_date"":""2023-04-05"",""days_to_return"":22},{""book_id"":""1a7ad42f-28b3-4a9a-aa52-ee99f1fd498e"",""author_name"":""Randy Macejkovic"",""book_name"":""fooey geez tiger"",""lend_date"":""2023-10-25"",""days_to_return"":28},{""book_id"":""fdf44ee9-ac4f-48d6-b175-c0e5ec97e3d2"",""author_name"":""Miss Olive Conn"",""book_name"":""revascularisation peddle upwardly"",""lend_date"":""2023-09-02"",""days_to_return"":10},{""book_id"":""c7cb726e-0fe0-45c1-a147-cc28ec53091e"",""author_name"":""Maurice Renner"",""book_name"":""gah different quiver"",""lend_date"":""2023-05-04"",""days_to_return"":3}]"
133,Bernadette Friesen,"[{""book_id"":""2ff6d072-9cc7-4c0b-8108-dc4e8b52e7be"",""author_name"":""Jenna Gerlach"",""book_name"":""gift amongst decent"",""lend_date"":""2023-10-07"",""days_to_return"":21},{""book_id"":""df4cb1ac-49fe-41f7-95e3-4f1110663949"",""author_name"":""Miss Olive Conn"",""book_name"":""interfere by optimistically"",""lend_date"":""2023-09-14"",""days_to_return"":18},{""book_id"":""3989a6c8-7fc9-4796-8371-60b2dd7f56da"",""author_name"":""Rene Waters"",""book_name"":""eek anti unto"",""lend_date"":""2024-01-23"",""days_to_return"":25}]"
134,Agnes Senger,"[{""book_id"":""d4e09a49-3525-4d80-a65b-811a2e5a97c9"",""author_name"":""Blanche Waelchi"",""book_name"":""lightly girlfriend malnutrition"",""lend_date"":""2024-01-23"",""days_to_return"":10},{""book_id"":""29867db1-6305-4f6d-9152-b24c1f81696c"",""author_name"":""Terence Littel"",""book_name"":""conductor popcorn timbale"",""lend_date"":""2023-07-23"",""days_to_return"":8},{""book_id"":""266940eb-308f-464f-89aa-74e7756f1df3"",""author_name"":""Terrell Harvey"",""book_name"":""drat loftily within"",""lend_date"":""2023-03-05"",""days_to_return"":3},{""book_id"":""e87246ca-9449-47f5-b639-478173ca27dd"",""author_name"":""Rene Waters"",""book_name"":""grasp majestically clamp"",""lend_date"":""2023-09-05"",""days_to_return"":24}]"
135,Leslie Pollich,"[]"
136,Walter Herzog,"[{""book_id"":""b74665c1-e53f-4e56-8132-49fad77c4b1f"",""author_name"":""Josh Cruickshank"",""book_name"":""save reactant superpose"",""lend_date"":""2024-01-29"",""days_to_return"":27},{""book_id"":""ed691d4a-247a-43ed-973a-7156a555cee9"",""author_name"":""Orville Stiedemann"",""book_name"":""bah subtend deface"",""lend_date"":""2024-01-29"",""days_to_return"":17}]"
137,Mrs. Michele Huels,"[{""book_id"":""38c3bcc2-c6e9-4d3b-809c-3e20849e7d44"",""author_name"":""William Koss"",""book_name"":""meaningfully for woot"",""lend_date"":""2023-02-11"",""days_to_return"":21},{""book_id"":""9c480ab4-4dc7-455e-9284-af60a3906c5f"",""author_name"":""Yvette Koelpin-Stanton DDS"",""book_name"":""psst huzzah meh"",""lend_date"":""2023-09-26"",""days_to_return"":3},{""book_id"":""6f6b4a25-e694-4c64-8a5a-e7433da80fce"",""author_name"":""Terence Littel"",""book_name"":""mountainous chant precedence"",""lend_date"":""2023-09-06"",""days_to_return"":12}]"
138,Roger Considine,"[{""book_id"":""3b577187-5ed0-493b-8c29-58c94c218204"",""author_name"":""Kari Oberbrunner"",""book_name"":""vacation networking carefully"",""lend_date"":""2023-10-31"",""days_to_return"":4},{""book_id"":""a698c7ff-77a8-41d1-919e-36d14c61a1b8"",""author_name"":""Robin Aufderhar"",""book_name"":""gladly to cable"",""lend_date"":""2023-08-02"",""days_to_return"":28},{""book_id"":""5aa1ef85-b498-4171-86a6-2f401b4b46a4"",""author_name"":""Josh Cruickshank"",""book_name"":""if pelt tomorrow"",""lend_date"":""2023-09-26"",""days_to_return"":13},{""book_id"":""1672888a-72a7-4e87-97ce-ca6f212b4e47"",""author_name"":""Tami Quitzon"",""book_name"":""alongside school that"",""lend_date"":""2023-12-31"",""days_to_return"":23}]"
139,Ricardo Baumbach V,"[{""book_id"":""5aa1ef85-b498-4171-86a6-2f401b4b46a4"",""author_name"":""Josh Cruickshank"",""book_name"":""if pelt tomorrow"",""lend_date"":""2023-11-09"",""days_to_return"":17},{""book_id"":""3aeb9fb0-149c-4bc9-9584-77928c332931"",""author_name"":""Eduardo White"",""book_name"":""even wingtip since"",""lend_date"":""2023-08-31"",""days_to_return"":17},{""book_id"":""037fcb48-a696-47f5-bee4-b969231343a0"",""author_name"":""Rene Waters"",""book_name"":""yowza ah artistic"",""lend_date"":""2023-12-22"",""days_to_return"":16},{""book_id"":""77d284a6-189a-4ff7-b606-3bdf24b16852"",""author_name"":""Mabel D'Amore DDS"",""book_name"":""ack joshingly lively"",""lend_date"":""2023-12-23"",""days_to_return"":12}]"
140,Christine Pollich,"[{""book_id"":""5cb20b08-a9f3-4439-ad35-a8524d06b826"",""author_name"":""Terrance Bogisich"",""book_name"":""woot superb kindheartedly"",""lend_date"":""2023-03-13"",""days_to_return"":19}]"
141,Beverly Conroy,"[{""book_id"":""d83cf7de-6a4c-4e4d-9a0b-7ffa7f870b5a"",""author_name"":""Bridget Kiehn"",""book_name"":""ew lest evil"",""lend_date"":""2023-11-07"",""days_to_return"":26},{""book_id"":""5b172813-756c-4c37-a843-05491dc86329"",""author_name"":""Roman Frami"",""book_name"":""sans cabbage between"",""lend_date"":""2023-08-05"",""days_to_return"":29},{""book_id"":""8e63a166-dc3e-43d8-9235-520430c85c52"",""author_name"":""Fernando Streich"",""book_name"":""likewise wherever favorite"",""lend_date"":""2023-05-08"",""days_to_return"":27},{""book_id"":""1672888a-72a7-4e87-97ce-ca6f212b4e47"",""author_name"":""Tami Quitzon"",""book_name"":""alongside school that"",""lend_date"":""2023-12-15"",""days_to_return"":9}]"
142,Israel Littel-Brown,"[{""book_id"":""cc1cd9da-a435-4654-b6d5-319ab7f0beb5"",""author_name"":""Dr. Jimmie Rau"",""book_name"":""countersign but heavy"",""lend_date"":""2023-05-23"",""days_to_return"":12}]"
143,Ricky Farrell,"[]"
144,Ora Borer IV,"[{""book_id"":""cc1cd9da-a435-4654-b6d5-319ab7f0beb5"",""author_name"":""Dr. Jimmie Rau"",""book_name"":""countersign but heavy"",""lend_date"":""2023-05-16"",""days_to_return"":18},{""book_id"":""ec16e9c3-d2ed-4494-bf3c-3213138c503d"",""author_name"":""Fernando Streich"",""book_name"":""conscript descry even"",""lend_date"":""2023-11-17"",""days_to_return"":25},{""book_id"":""4289f532-59e8-4f28-99c3-ee0391218370"",""author_name"":""Josh Cruickshank"",""book_name"":""even geez worthwhile"",""lend_date"":""2023-08-12"",""days_to_return"":4},{""book_id"":""6f6b4a25-e694-4c64-8a5a-e7433da80fce"",""author_name"":""Terence Littel"",""book_name"":""mountainous chant precedence"",""lend_date"":""2023-06-06"",""days_to_return"":15}]"
145,Louise West II,"[{""book_id"":""43a20995-c396-48ca-bf37-4eb94aad7582"",""author_name"":""Joyce Russel"",""book_name"":""exhibit oh broadly"",""lend_date"":""2023-07-13"",""days_to_return"":3},{""book_id"":""ec16e9c3-d2ed-4494-bf3c-3213138c503d"",""author_name"":""Fernando Streich"",""book_name"":""conscript descry even"",""lend_date"":""2023-03-21"",""days_to_return"":28},{""book_id"":""38f6f6da-3b22-4b02-9f55-0a8f368d2985"",""author_name"":""Blanche Waelchi"",""book_name"":""wrench demonize needily"",""lend_date"":""2023-08-05"",""days_to_return"":21},{""book_id"":""1241526a-305d-45a9-9f59-c24f3c74e49b"",""author_name"":""Dr. Jimmie Rau"",""book_name"":""before huzzah than"",""lend_date"":""2023-07-21"",""days_to_return"":23},{""book_id"":""1672888a-72a7-4e87-97ce-ca6f212b4e47"",""author_name"":""Tami Quitzon"",""book_name"":""alongside school that"",""lend_date"":""2023-09-04"",""days_to_return"":28}]"
146,Gladys Reilly,"[{""book_id"":""4fbec169-d417-49fb-867b-71af71caeeeb"",""author_name"":""Jenna Gerlach"",""book_name"":""why busily refill"",""lend_date"":""2023-05-03"",""days_to_return"":9}]"
